Tanggal,Waktu,Closing Time(s),Reopening Time(s),Closed Time(s),Blink Duration(s),Blink Frequency,Microsleep,Perclos,Rata-rata Jarak,Kategori Jarak,Rata-rata Kecepatan,Kategori Kecepatan
2023-04-09,10:25:45,9.53781858902573,4.66759686450168,1.4676259798432312,0.254713309277923,20,0,1.4676259798432312
