Hari,Tanggal,Waktu,Time to collision,Kategori SCE
Minggu,16 Juli 2023,20:59:55,2.468648648648649,
Minggu,16 Juli 2023,20:59:56,nan,
Minggu,16 Juli 2023,20:59:57,nan,
Minggu,16 Juli 2023,20:59:58,nan,
Minggu,16 Juli 2023,20:59:59,2.1935721812434146,
Minggu,16 Juli 2023,21:00:00,nan,
Minggu,16 Juli 2023,21:00:01,4.213749685217829,
Minggu,16 Juli 2023,21:00:02,nan,
Minggu,16 Juli 2023,21:00:03,nan,
Minggu,16 Juli 2023,21:00:04,nan,
Minggu,16 Juli 2023,21:00:05,nan,
Minggu,16 Juli 2023,21:00:06,2.732136516078122,
Minggu,16 Juli 2023,21:00:07,nan,
Minggu,16 Juli 2023,21:00:08,2.5249686323713934,
Minggu,16 Juli 2023,21:00:09,nan,
Minggu,16 Juli 2023,21:00:10,6.326151665485474,
Minggu,16 Juli 2023,21:00:11,nan,
Minggu,16 Juli 2023,21:00:12,nan,
Minggu,16 Juli 2023,21:00:13,nan,
Minggu,16 Juli 2023,21:00:14,2042.2285714285633,
Minggu,16 Juli 2023,21:00:15,nan,
Minggu,16 Juli 2023,21:00:16,nan,
Minggu,16 Juli 2023,21:00:17,nan,
Minggu,16 Juli 2023,21:00:18,nan,
Minggu,16 Juli 2023,21:00:19,nan,
Minggu,16 Juli 2023,21:00:20,nan,
Minggu,16 Juli 2023,21:00:21,17.747119179163384,
Minggu,16 Juli 2023,21:00:22,nan,
Minggu,16 Juli 2023,21:00:23,1.4662049137480397,
Minggu,16 Juli 2023,21:00:24,nan,
Minggu,16 Juli 2023,21:00:25,nan,
Minggu,16 Juli 2023,21:00:26,nan,
Minggu,16 Juli 2023,21:00:27,nan,
Minggu,16 Juli 2023,21:00:28,nan,
Minggu,16 Juli 2023,21:00:29,nan,
Minggu,16 Juli 2023,21:00:30,nan,
Minggu,16 Juli 2023,21:00:31,nan,
Minggu,16 Juli 2023,21:00:32,nan,
Minggu,16 Juli 2023,21:00:33,nan,
Minggu,16 Juli 2023,21:00:34,nan,
Minggu,16 Juli 2023,21:00:35,nan,
Minggu,16 Juli 2023,21:00:36,nan,
Minggu,16 Juli 2023,21:00:37,nan,
Minggu,16 Juli 2023,21:00:38,nan,
Minggu,16 Juli 2023,21:00:39,nan,
Minggu,16 Juli 2023,21:00:40,nan,
Minggu,16 Juli 2023,21:00:41,194.8000000000003,
Minggu,16 Juli 2023,21:00:42,160.3636363636372,
Minggu,16 Juli 2023,21:00:43,161.34545454545474,
Minggu,16 Juli 2023,21:00:44,40.440000000000026,
Minggu,16 Juli 2023,21:00:45,1.2950543213880328,
Minggu,16 Juli 2023,21:00:46,nan,
Minggu,16 Juli 2023,21:00:47,nan,
Minggu,16 Juli 2023,21:00:48,nan,
Minggu,16 Juli 2023,21:00:49,nan,
Minggu,16 Juli 2023,21:00:50,nan,
Minggu,16 Juli 2023,21:00:51,nan,
Minggu,16 Juli 2023,21:00:52,nan,
Minggu,16 Juli 2023,21:00:53,nan,
Minggu,16 Juli 2023,21:00:54,nan,
Minggu,16 Juli 2023,21:00:55,1.784294830055997,
Minggu,16 Juli 2023,21:00:56,nan,
Minggu,16 Juli 2023,21:00:57,nan,
Minggu,16 Juli 2023,21:00:58,nan,
Minggu,16 Juli 2023,21:00:59,nan,
Minggu,16 Juli 2023,21:01:00,nan,
Minggu,16 Juli 2023,21:01:01,nan,
Minggu,16 Juli 2023,21:01:02,nan,
Minggu,16 Juli 2023,21:01:03,nan,
Minggu,16 Juli 2023,21:01:04,nan,
Minggu,16 Juli 2023,21:01:05,nan,
Minggu,16 Juli 2023,21:01:06,nan,
Minggu,16 Juli 2023,21:01:07,nan,
Minggu,16 Juli 2023,21:01:08,nan,
Minggu,16 Juli 2023,21:01:09,nan,
Minggu,16 Juli 2023,21:01:10,nan,
Minggu,16 Juli 2023,21:01:11,nan,
Minggu,16 Juli 2023,21:01:12,nan,
Minggu,16 Juli 2023,21:01:13,nan,
Minggu,16 Juli 2023,21:01:14,nan,
Minggu,16 Juli 2023,21:01:15,nan,
Minggu,16 Juli 2023,21:01:16,nan,
Minggu,16 Juli 2023,21:01:17,nan,
Minggu,16 Juli 2023,21:01:18,nan,
Minggu,16 Juli 2023,21:01:19,nan,
Minggu,16 Juli 2023,21:01:20,nan,
Minggu,16 Juli 2023,21:01:21,nan,
Minggu,16 Juli 2023,21:01:22,nan,
Minggu,16 Juli 2023,21:01:23,nan,
Minggu,16 Juli 2023,21:01:24,nan,
Minggu,16 Juli 2023,21:01:25,nan,
Minggu,16 Juli 2023,21:01:26,nan,
Minggu,16 Juli 2023,21:01:27,1.1103485784919656,
Minggu,16 Juli 2023,21:01:28,nan,
Minggu,16 Juli 2023,21:01:29,nan,
Minggu,16 Juli 2023,21:01:30,nan,
Minggu,16 Juli 2023,21:01:31,nan,
Minggu,16 Juli 2023,21:01:32,nan,
Minggu,16 Juli 2023,21:01:33,nan,
Minggu,16 Juli 2023,21:01:34,nan,
Minggu,16 Juli 2023,21:01:35,nan,
Minggu,16 Juli 2023,21:01:36,nan,
Minggu,16 Juli 2023,21:01:37,2.4596736596736597,
Minggu,16 Juli 2023,21:01:38,9.83843648208469,
Minggu,16 Juli 2023,21:01:39,nan,
Minggu,16 Juli 2023,21:01:40,nan,
Minggu,16 Juli 2023,21:01:41,nan,
Minggu,16 Juli 2023,21:01:42,nan,
Minggu,16 Juli 2023,21:01:43,nan,
Minggu,16 Juli 2023,21:01:44,nan,
Minggu,16 Juli 2023,21:01:45,nan,
Minggu,16 Juli 2023,21:01:46,nan,
Minggu,16 Juli 2023,21:01:47,nan,
Minggu,16 Juli 2023,21:01:48,nan,
Minggu,16 Juli 2023,21:01:49,nan,
Minggu,16 Juli 2023,21:01:50,nan,
Minggu,16 Juli 2023,21:01:51,nan,
Minggu,16 Juli 2023,21:01:52,nan,
Minggu,16 Juli 2023,21:01:53,nan,
Minggu,16 Juli 2023,21:01:54,2.0390745501285346,
Minggu,16 Juli 2023,21:01:55,4.310317644331092,
Minggu,16 Juli 2023,21:01:56,5.848826291079812,
Minggu,16 Juli 2023,21:01:57,nan,
Minggu,16 Juli 2023,21:01:58,nan,
Minggu,16 Juli 2023,21:01:59,nan,
Minggu,16 Juli 2023,21:02:00,nan,
Minggu,16 Juli 2023,21:02:01,nan,
Minggu,16 Juli 2023,21:02:02,nan,
Minggu,16 Juli 2023,21:02:03,nan,
Minggu,16 Juli 2023,21:02:04,nan,
Minggu,16 Juli 2023,21:02:05,nan,
Minggu,16 Juli 2023,21:02:06,nan,
Minggu,16 Juli 2023,21:02:07,nan,
Minggu,16 Juli 2023,21:02:08,nan,
Minggu,16 Juli 2023,21:02:09,nan,
Minggu,16 Juli 2023,21:02:10,nan,
Minggu,16 Juli 2023,21:02:11,nan,
Minggu,16 Juli 2023,21:02:12,nan,
Minggu,16 Juli 2023,21:02:13,nan,
Minggu,16 Juli 2023,21:02:14,nan,
Minggu,16 Juli 2023,21:02:15,nan,
Minggu,16 Juli 2023,21:02:16,nan,
Minggu,16 Juli 2023,21:02:17,nan,
Minggu,16 Juli 2023,21:02:18,nan,
Minggu,16 Juli 2023,21:02:19,nan,
Minggu,16 Juli 2023,21:02:20,nan,
Minggu,16 Juli 2023,21:02:21,nan,
Minggu,16 Juli 2023,21:02:22,nan,
Minggu,16 Juli 2023,21:02:23,nan,
Minggu,16 Juli 2023,21:02:24,nan,
Minggu,16 Juli 2023,21:02:25,nan,
Minggu,16 Juli 2023,21:02:26,nan,
Minggu,16 Juli 2023,21:02:27,nan,
Minggu,16 Juli 2023,21:02:28,nan,
Minggu,16 Juli 2023,21:02:29,nan,
Minggu,16 Juli 2023,21:02:30,nan,
Minggu,16 Juli 2023,21:02:31,nan,
Minggu,16 Juli 2023,21:02:32,nan,
Minggu,16 Juli 2023,21:02:33,nan,
Minggu,16 Juli 2023,21:02:34,nan,
Minggu,16 Juli 2023,21:02:35,nan,
Minggu,16 Juli 2023,21:02:36,nan,
Minggu,16 Juli 2023,21:02:37,nan,
Minggu,16 Juli 2023,21:02:38,nan,
Minggu,16 Juli 2023,21:02:39,nan,
Minggu,16 Juli 2023,21:02:40,nan,
Minggu,16 Juli 2023,21:02:41,nan,
Minggu,16 Juli 2023,21:02:42,nan,
Minggu,16 Juli 2023,21:02:43,nan,
Minggu,16 Juli 2023,21:02:44,nan,
Minggu,16 Juli 2023,21:02:45,nan,
Minggu,16 Juli 2023,21:02:46,nan,
Minggu,16 Juli 2023,21:02:47,nan,
Minggu,16 Juli 2023,21:02:48,nan,
Minggu,16 Juli 2023,21:02:49,nan,
Minggu,16 Juli 2023,21:02:50,nan,
Minggu,16 Juli 2023,21:02:51,nan,
Minggu,16 Juli 2023,21:02:52,nan,
Minggu,16 Juli 2023,21:02:53,nan,
Minggu,16 Juli 2023,21:02:54,nan,
Minggu,16 Juli 2023,21:02:55,nan,
Minggu,16 Juli 2023,21:02:56,nan,
Minggu,16 Juli 2023,21:02:57,nan,
Minggu,16 Juli 2023,21:02:58,nan,
Minggu,16 Juli 2023,21:02:59,nan,
Minggu,16 Juli 2023,21:03:00,nan,
Minggu,16 Juli 2023,21:03:01,nan,
Minggu,16 Juli 2023,21:03:02,nan,
Minggu,16 Juli 2023,21:03:03,nan,
Minggu,16 Juli 2023,21:03:04,nan,
Minggu,16 Juli 2023,21:03:05,nan,
Minggu,16 Juli 2023,21:03:06,nan,
Minggu,16 Juli 2023,21:03:07,nan,
Minggu,16 Juli 2023,21:03:08,nan,
Minggu,16 Juli 2023,21:03:09,nan,
Minggu,16 Juli 2023,21:03:10,nan,
Minggu,16 Juli 2023,21:03:11,nan,
Minggu,16 Juli 2023,21:03:12,nan,
Minggu,16 Juli 2023,21:03:13,nan,
Minggu,16 Juli 2023,21:03:14,nan,
Minggu,16 Juli 2023,21:03:15,nan,
Minggu,16 Juli 2023,21:03:16,nan,
Minggu,16 Juli 2023,21:03:17,nan,
Minggu,16 Juli 2023,21:03:18,nan,
Minggu,16 Juli 2023,21:03:19,nan,
Minggu,16 Juli 2023,21:03:20,nan,
Minggu,16 Juli 2023,21:03:21,nan,
Minggu,16 Juli 2023,21:03:22,nan,
Minggu,16 Juli 2023,21:03:23,nan,
