Hari,Tanggal,Waktu,Closing Time(s),Reopening Time(s),Closed Time(s),Blink Duration(s),Blink Frequency,Microsleep,Perclos,Jarak Rata-Rata(m),Jarak Minimal(m),Jarak Aman(m),Kecepatan Rata-Rata(km/jam),Kategori Kecepatan
Minggu,16 Juli 2023,20:56:24,0.09360108516159438,0.08039035861258112,0.0638533950617284,0.2378448388359039,34,0,0.7662407407407408,56.705333333333314,19.559583333333343,39.119166666666686,39.119166666666686,Under Speed
Minggu,16 Juli 2023,20:57:24,0.08831828703703598,0.07372109988776632,0.06665099715099657,0.22869038407579886,35,0,0.8664629629629553,65.53999999999998,24.81825,49.6365,49.6365,Under Speed
Minggu,16 Juli 2023,20:58:24,0.10330523156674042,0.08535576633544134,0.12665586419752983,0.3153168620997116,38,0,2.5331172839505967,65.53999999999998,43.79999999999997,63.79999999999997,63.79999999999997,Medium Speed
Minggu,16 Juli 2023,20:59:24,0.08918160660660561,0.07776999463231227,0.06110339506172807,0.22805499630064596,34,0,0.36662037037036843,65.53999999999998,52.44200000000001,72.44200000000001,72.44200000000001,Medium Speed
Minggu,16 Juli 2023,21:00:24,0.0834403880070521,0.07367748538011847,0.061898412698416484,0.21901628608558704,30,0,0.43328888888891537,53.19683333333334,47.791833333333315,67.79183333333332,67.79183333333332,Medium Speed
Minggu,16 Juli 2023,21:01:24,0.08904965911184472,0.07888359053497682,0.07842574437182345,0.246358994018645,27,0,1.3332376543209987,56.20899999999997,11.833916666666669,23.667833333333338,23.667833333333338,Under Speed
Minggu,16 Juli 2023,21:02:24,0.08771492001608558,0.07714906961535897,0.07832870370370255,0.2431926933351471,34,0,1.566574074074051,58.373833333333316,11.936083333333329,23.872166666666658,23.872166666666658,Under Speed
Minggu,16 Juli 2023,21:03:24,0.0882898065476164,0.08177909668389118,0.11764365468410032,0.2877125579156079,23,0,1.9999421296297055,65.53999999999998,42.92033333333336,62.92033333333336,62.92033333333336,Medium Speed
Minggu,16 Juli 2023,21:03:54,0.08332962904246552,0.07470874197994691,0.07777451385715001,0.23581288487956242,16,0,0.46664708314290004,65.01531249999998,48.862500000000026,68.86250000000003,68.86250000000003,Medium Speed
