Hari,Tanggal,Waktu,Time to collision,Kategori SCE
Rabu,16 Agustus 2023,15:18:25,nan,-
Rabu,16 Agustus 2023,15:18:26,nan,-
Rabu,16 Agustus 2023,15:18:27,nan,-
Rabu,16 Agustus 2023,15:18:28,nan,-
Rabu,16 Agustus 2023,15:18:29,nan,-
Rabu,16 Agustus 2023,15:18:30,nan,-
Rabu,16 Agustus 2023,15:18:31,nan,-
Rabu,16 Agustus 2023,15:18:32,nan,-
Rabu,16 Agustus 2023,15:18:33,nan,-
Rabu,16 Agustus 2023,15:18:34,nan,-
Rabu,16 Agustus 2023,15:18:35,nan,-
Rabu,16 Agustus 2023,15:18:36,nan,-
Rabu,16 Agustus 2023,15:18:37,nan,-
Rabu,16 Agustus 2023,15:18:38,nan,-
Rabu,16 Agustus 2023,15:18:39,nan,-
Rabu,16 Agustus 2023,15:18:40,84.3888268156425,-
Rabu,16 Agustus 2023,15:18:41,nan,-
Rabu,16 Agustus 2023,15:18:42,nan,-
Rabu,16 Agustus 2023,15:18:43,51.84234527687296,-
Rabu,16 Agustus 2023,15:18:44,nan,-
Rabu,16 Agustus 2023,15:18:45,nan,-
Rabu,16 Agustus 2023,15:18:46,72.07346938775517,-
Rabu,16 Agustus 2023,15:18:47,6930.000000001379,-
Rabu,16 Agustus 2023,15:18:48,nan,-
Rabu,16 Agustus 2023,15:18:49,nan,-
Rabu,16 Agustus 2023,15:18:50,nan,-
Rabu,16 Agustus 2023,15:18:51,nan,-
Rabu,16 Agustus 2023,15:18:52,nan,-
Rabu,16 Agustus 2023,15:18:53,nan,-
Rabu,16 Agustus 2023,15:18:54,676.1999999999745,-
Rabu,16 Agustus 2023,15:18:55,449.0181818181842,-
Rabu,16 Agustus 2023,15:18:56,330.8210526315829,-
Rabu,16 Agustus 2023,15:18:57,142.59512195121945,-
Rabu,16 Agustus 2023,15:18:58,nan,-
Rabu,16 Agustus 2023,15:18:59,nan,-
Rabu,16 Agustus 2023,15:19:00,nan,-
Rabu,16 Agustus 2023,15:19:01,125.38356164383555,-
Rabu,16 Agustus 2023,15:19:02,nan,-
Rabu,16 Agustus 2023,15:19:03,nan,-
Rabu,16 Agustus 2023,15:19:04,nan,-
Rabu,16 Agustus 2023,15:19:05,nan,-
Rabu,16 Agustus 2023,15:19:06,726.9428571428542,-
Rabu,16 Agustus 2023,15:19:07,531.792,-
Rabu,16 Agustus 2023,15:19:08,91.69411764705886,-
Rabu,16 Agustus 2023,15:19:09,nan,-
Rabu,16 Agustus 2023,15:19:10,nan,-
Rabu,16 Agustus 2023,15:19:11,nan,-
Rabu,16 Agustus 2023,15:19:12,nan,-
Rabu,16 Agustus 2023,15:19:13,nan,-
Rabu,16 Agustus 2023,15:19:14,nan,-
Rabu,16 Agustus 2023,15:19:15,nan,-
Rabu,16 Agustus 2023,15:19:16,nan,-
Rabu,16 Agustus 2023,15:19:17,nan,-
Rabu,16 Agustus 2023,15:19:18,1057.799999999991,-
Rabu,16 Agustus 2023,15:19:19,nan,-
Rabu,16 Agustus 2023,15:19:20,nan,-
Rabu,16 Agustus 2023,15:19:21,nan,-
Rabu,16 Agustus 2023,15:19:22,nan,-
Rabu,16 Agustus 2023,15:19:23,nan,-
Rabu,16 Agustus 2023,15:19:24,nan,-
Rabu,16 Agustus 2023,15:19:25,nan,-
Rabu,16 Agustus 2023,15:19:26,967.799999999992,-
Rabu,16 Agustus 2023,15:19:27,nan,-
Rabu,16 Agustus 2023,15:19:28,nan,-
Rabu,16 Agustus 2023,15:19:29,nan,-
Rabu,16 Agustus 2023,15:19:30,nan,-
Rabu,16 Agustus 2023,15:19:31,nan,-
Rabu,16 Agustus 2023,15:19:32,nan,-
Rabu,16 Agustus 2023,15:19:33,1753.2000000000373,-
Rabu,16 Agustus 2023,15:19:34,241.56000000000085,-
Rabu,16 Agustus 2023,15:19:35,29.5625,-
Rabu,16 Agustus 2023,15:19:36,nan,-
Rabu,16 Agustus 2023,15:19:37,nan,-
Rabu,16 Agustus 2023,15:19:38,nan,-
Rabu,16 Agustus 2023,15:19:39,nan,-
Rabu,16 Agustus 2023,15:19:40,nan,-
Rabu,16 Agustus 2023,15:19:41,nan,-
Rabu,16 Agustus 2023,15:19:42,nan,-
Rabu,16 Agustus 2023,15:19:43,nan,-
Rabu,16 Agustus 2023,15:19:44,nan,-
Rabu,16 Agustus 2023,15:19:45,nan,-
Rabu,16 Agustus 2023,15:19:46,nan,-
Rabu,16 Agustus 2023,15:19:47,nan,-
Rabu,16 Agustus 2023,15:19:48,nan,-
Rabu,16 Agustus 2023,15:19:49,nan,-
Rabu,16 Agustus 2023,15:19:50,nan,-
Rabu,16 Agustus 2023,15:19:51,nan,-
Rabu,16 Agustus 2023,15:19:52,nan,-
Rabu,16 Agustus 2023,15:19:53,nan,-
Rabu,16 Agustus 2023,15:19:54,nan,-
Rabu,16 Agustus 2023,15:19:55,nan,-
Rabu,16 Agustus 2023,15:19:56,nan,-
Rabu,16 Agustus 2023,15:19:57,nan,-
Rabu,16 Agustus 2023,15:19:58,nan,-
Rabu,16 Agustus 2023,15:19:59,nan,-
Rabu,16 Agustus 2023,15:20:00,nan,-
Rabu,16 Agustus 2023,15:20:01,nan,-
Rabu,16 Agustus 2023,15:20:02,nan,-
Rabu,16 Agustus 2023,15:20:03,nan,-
Rabu,16 Agustus 2023,15:20:04,nan,-
Rabu,16 Agustus 2023,15:20:05,nan,-
Rabu,16 Agustus 2023,15:20:06,nan,-
Rabu,16 Agustus 2023,15:20:07,nan,-
Rabu,16 Agustus 2023,15:20:08,nan,-
Rabu,16 Agustus 2023,15:20:09,nan,-
Rabu,16 Agustus 2023,15:20:10,nan,-
Rabu,16 Agustus 2023,15:20:11,nan,-
Rabu,16 Agustus 2023,15:20:12,nan,-
Rabu,16 Agustus 2023,15:20:13,nan,-
Rabu,16 Agustus 2023,15:20:14,nan,-
Rabu,16 Agustus 2023,15:20:15,nan,-
Rabu,16 Agustus 2023,15:20:16,nan,-
Rabu,16 Agustus 2023,15:20:17,nan,-
Rabu,16 Agustus 2023,15:20:18,nan,-
Rabu,16 Agustus 2023,15:20:19,nan,-
Rabu,16 Agustus 2023,15:20:20,nan,-
Rabu,16 Agustus 2023,15:20:21,nan,-
Rabu,16 Agustus 2023,15:20:22,nan,-
Rabu,16 Agustus 2023,15:20:23,nan,-
Rabu,16 Agustus 2023,15:20:24,nan,-
Rabu,16 Agustus 2023,15:20:25,nan,-
Rabu,16 Agustus 2023,15:20:26,nan,-
Rabu,16 Agustus 2023,15:20:27,nan,-
Rabu,16 Agustus 2023,15:20:28,nan,-
Rabu,16 Agustus 2023,15:20:29,nan,-
Rabu,16 Agustus 2023,15:20:30,nan,-
Rabu,16 Agustus 2023,15:20:31,nan,-
Rabu,16 Agustus 2023,15:20:32,30.46153846153846,-
Rabu,16 Agustus 2023,15:20:33,nan,-
Rabu,16 Agustus 2023,15:20:34,nan,-
Rabu,16 Agustus 2023,15:20:35,nan,-
Rabu,16 Agustus 2023,15:20:36,nan,-
Rabu,16 Agustus 2023,15:20:37,75.98823529411769,-
Rabu,16 Agustus 2023,15:20:38,nan,-
Rabu,16 Agustus 2023,15:20:39,nan,-
Rabu,16 Agustus 2023,15:20:40,nan,-
Rabu,16 Agustus 2023,15:20:41,nan,-
Rabu,16 Agustus 2023,15:20:42,nan,-
Rabu,16 Agustus 2023,15:20:43,nan,-
Rabu,16 Agustus 2023,15:20:44,nan,-
Rabu,16 Agustus 2023,15:20:45,nan,-
Rabu,16 Agustus 2023,15:20:46,nan,-
Rabu,16 Agustus 2023,15:20:47,nan,-
Rabu,16 Agustus 2023,15:20:48,nan,-
Rabu,16 Agustus 2023,15:20:49,22.893559322033905,-
Rabu,16 Agustus 2023,15:20:50,nan,-
Rabu,16 Agustus 2023,15:20:51,nan,-
Rabu,16 Agustus 2023,15:20:52,nan,-
Rabu,16 Agustus 2023,15:20:53,nan,-
Rabu,16 Agustus 2023,15:20:54,nan,-
Rabu,16 Agustus 2023,15:20:55,nan,-
Rabu,16 Agustus 2023,15:20:56,68.65147058823533,-
Rabu,16 Agustus 2023,15:20:57,nan,-
Rabu,16 Agustus 2023,15:20:58,253.94999999999789,-
Rabu,16 Agustus 2023,15:20:59,179.42857142857068,-
Rabu,16 Agustus 2023,15:21:00,nan,-
Rabu,16 Agustus 2023,15:21:01,nan,-
Rabu,16 Agustus 2023,15:21:02,11725.199999998167,-
Rabu,16 Agustus 2023,15:21:03,566.1391304347817,-
Rabu,16 Agustus 2023,15:21:04,1532.8000000000025,-
Rabu,16 Agustus 2023,15:21:05,nan,-
Rabu,16 Agustus 2023,15:21:06,14533.199999997727,-
Rabu,16 Agustus 2023,15:21:07,1337.2363636363705,-
Rabu,16 Agustus 2023,15:21:08,nan,-
Rabu,16 Agustus 2023,15:21:09,213.74999999999983,-
Rabu,16 Agustus 2023,15:21:10,nan,-
Rabu,16 Agustus 2023,15:21:11,nan,-
Rabu,16 Agustus 2023,15:21:12,nan,-
Rabu,16 Agustus 2023,15:21:13,65.31245551601418,-
Rabu,16 Agustus 2023,15:21:14,nan,-
Rabu,16 Agustus 2023,15:21:15,nan,-
Rabu,16 Agustus 2023,15:21:16,nan,-
Rabu,16 Agustus 2023,15:21:17,nan,-
Rabu,16 Agustus 2023,15:21:18,nan,-
Rabu,16 Agustus 2023,15:21:19,nan,-
Rabu,16 Agustus 2023,15:21:20,nan,-
Rabu,16 Agustus 2023,15:21:21,nan,-
Rabu,16 Agustus 2023,15:21:22,nan,-
Rabu,16 Agustus 2023,15:21:23,nan,-
Rabu,16 Agustus 2023,15:21:24,nan,-
Rabu,16 Agustus 2023,15:21:25,nan,-
Rabu,16 Agustus 2023,15:21:26,nan,-
Rabu,16 Agustus 2023,15:21:27,nan,-
Rabu,16 Agustus 2023,15:21:28,nan,-
Rabu,16 Agustus 2023,15:21:29,nan,-
Rabu,16 Agustus 2023,15:21:30,nan,-
Rabu,16 Agustus 2023,15:21:31,nan,-
Rabu,16 Agustus 2023,15:21:32,nan,-
Rabu,16 Agustus 2023,15:21:33,nan,-
Rabu,16 Agustus 2023,15:21:34,nan,-
Rabu,16 Agustus 2023,15:21:35,nan,-
Rabu,16 Agustus 2023,15:21:36,nan,-
Rabu,16 Agustus 2023,15:21:37,nan,-
Rabu,16 Agustus 2023,15:21:38,nan,-
Rabu,16 Agustus 2023,15:21:39,nan,-
Rabu,16 Agustus 2023,15:21:40,nan,Non-Conflict
Rabu,16 Agustus 2023,15:21:41,nan,Non-Conflict
Rabu,16 Agustus 2023,15:21:42,nan,Non-Conflict
Rabu,16 Agustus 2023,15:21:43,nan,Non-Conflict
Rabu,16 Agustus 2023,15:21:44,nan,Non-Conflict
Rabu,16 Agustus 2023,15:21:45,nan,Non-Conflict
Rabu,16 Agustus 2023,15:21:46,nan,Non-Conflict
Rabu,16 Agustus 2023,15:21:47,nan,Non-Conflict
Rabu,16 Agustus 2023,15:21:48,nan,Non-Conflict
Rabu,16 Agustus 2023,15:21:49,nan,Non-Conflict
Rabu,16 Agustus 2023,15:21:50,nan,Non-Conflict
Rabu,16 Agustus 2023,15:21:51,nan,Non-Conflict
Rabu,16 Agustus 2023,15:21:52,nan,Non-Conflict
Rabu,16 Agustus 2023,15:21:53,nan,Non-Conflict
Rabu,16 Agustus 2023,15:21:54,nan,Non-Conflict
Rabu,16 Agustus 2023,15:21:55,nan,Non-Conflict
Rabu,16 Agustus 2023,15:21:56,nan,Non-Conflict
Rabu,16 Agustus 2023,15:21:57,nan,-
Rabu,16 Agustus 2023,15:21:58,nan,Non-Conflict
Rabu,16 Agustus 2023,15:21:59,nan,Non-Conflict
Rabu,16 Agustus 2023,15:22:00,nan,Non-Conflict
Rabu,16 Agustus 2023,15:22:01,nan,Non-Conflict
Rabu,16 Agustus 2023,15:22:02,nan,Non-Conflict
Rabu,16 Agustus 2023,15:22:03,nan,Non-Conflict
Rabu,16 Agustus 2023,15:22:04,nan,Non-Conflict
Rabu,16 Agustus 2023,15:22:05,nan,Non-Conflict
Rabu,16 Agustus 2023,15:22:06,nan,Non-Conflict
Rabu,16 Agustus 2023,15:22:07,nan,Non-Conflict
Rabu,16 Agustus 2023,15:22:08,nan,-
Rabu,16 Agustus 2023,15:22:09,nan,-
Rabu,16 Agustus 2023,15:22:10,nan,-
Rabu,16 Agustus 2023,15:22:11,nan,Non-Conflict
Rabu,16 Agustus 2023,15:22:12,nan,Non-Conflict
Rabu,16 Agustus 2023,15:22:13,nan,-
Rabu,16 Agustus 2023,15:22:14,nan,-
Rabu,16 Agustus 2023,15:22:15,nan,-
Rabu,16 Agustus 2023,15:22:16,nan,-
Rabu,16 Agustus 2023,15:22:17,76.28743718592985,-
Rabu,16 Agustus 2023,15:22:18,nan,-
Rabu,16 Agustus 2023,15:22:19,nan,-
Rabu,16 Agustus 2023,15:22:20,72.25573770491809,-
Rabu,16 Agustus 2023,15:22:21,nan,Non-Conflict
Rabu,16 Agustus 2023,15:22:22,nan,-
Rabu,16 Agustus 2023,15:22:23,263.7473684210558,-
Rabu,16 Agustus 2023,15:22:24,106.48757396449719,-
Rabu,16 Agustus 2023,15:22:25,nan,Non-Conflict
Rabu,16 Agustus 2023,15:22:26,nan,Non-Conflict
Rabu,16 Agustus 2023,15:22:27,nan,Non-Conflict
Rabu,16 Agustus 2023,15:22:28,nan,Non-Conflict
Rabu,16 Agustus 2023,15:22:29,nan,Non-Conflict
Rabu,16 Agustus 2023,15:22:30,nan,Non-Conflict
Rabu,16 Agustus 2023,15:22:31,nan,Non-Conflict
Rabu,16 Agustus 2023,15:22:32,nan,Non-Conflict
Rabu,16 Agustus 2023,15:22:33,nan,Non-Conflict
Rabu,16 Agustus 2023,15:22:34,nan,Non-Conflict
